id,device_id,captured_at,iso8601,local_timestamp_ist,voltage,current,real_power_kw,apparent_power_kva,reactive_power_kvar,energy_kwh,total_energy_kwh,frequency,power_factor,tariff_period,tariff_inr_per_kwh,instant_cost_inr,load_state,quality_flag,metadata
3006,meter-001,1785699360,2026-08-02T19:36:00Z,2026-08-03 01:06:00 IST,233.171,6.667,1.4373,1.5545,0.5921,0.023955,72.246998,50.027,0.9246,Off-Peak (20:00-10:00),4.23,0.101331,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3007,meter-001,1785699420,2026-08-02T19:37:00Z,2026-08-03 01:07:00 IST,233.363,6.869,1.4622,1.6031,0.6572,0.024369,72.271367,50.042,0.9121,Off-Peak (20:00-10:00),4.23,0.103082,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3008,meter-001,1785699480,2026-08-02T19:38:00Z,2026-08-03 01:08:00 IST,233.414,6.923,1.4976,1.6158,0.6068,0.024959,72.296326,50.029,0.9268,Off-Peak (20:00-10:00),4.23,0.105577,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3009,meter-001,1785699540,2026-08-02T19:39:00Z,2026-08-03 01:09:00 IST,232.941,6.939,1.4935,1.6165,0.6183,0.024892,72.321218,50.024,0.924,Off-Peak (20:00-10:00),4.23,0.105294,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3010,meter-001,1785699600,2026-08-02T19:40:00Z,2026-08-03 01:10:00 IST,233.355,6.795,1.4626,1.5857,0.6128,0.024376,72.345594,50.026,0.9223,Off-Peak (20:00-10:00),4.23,0.103111,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3011,meter-001,1785699660,2026-08-02T19:41:00Z,2026-08-03 01:11:00 IST,232.629,7.056,1.5057,1.6413,0.6533,0.025095,72.370689,50.039,0.9174,Off-Peak (20:00-10:00),4.23,0.106153,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3012,meter-001,1785699720,2026-08-02T19:42:00Z,2026-08-03 01:12:00 IST,232.782,7.135,1.5254,1.6608,0.6568,0.025424,72.396113,50.023,0.9185,Off-Peak (20:00-10:00),4.23,0.107544,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3013,meter-001,1785699780,2026-08-02T19:43:00Z,2026-08-03 01:13:00 IST,232.904,6.903,1.4805,1.6076,0.6266,0.024675,72.420788,50.029,0.9209,Off-Peak (20:00-10:00),4.23,0.104375,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3014,meter-001,1785699840,2026-08-02T19:44:00Z,2026-08-03 01:14:00 IST,233.374,6.973,1.5101,1.6274,0.6067,0.025169,72.445957,50.04,0.9279,Off-Peak (20:00-10:00),4.23,0.106463,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3015,meter-001,1785699900,2026-08-02T19:45:00Z,2026-08-03 01:15:00 IST,232.698,7.287,1.5494,1.6958,0.6893,0.025823,72.47178,50.019,0.9137,Off-Peak (20:00-10:00),4.23,0.109231,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3016,meter-001,1785699960,2026-08-02T19:46:00Z,2026-08-03 01:16:00 IST,232.963,7.347,1.5645,1.7117,0.6945,0.026075,72.497855,50.009,0.914,Off-Peak (20:00-10:00),4.23,0.110296,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3017,meter-001,1785700020,2026-08-02T19:47:00Z,2026-08-03 01:17:00 IST,233.373,7.011,1.5109,1.6361,0.6276,0.025182,72.523037,50.02,0.9235,Off-Peak (20:00-10:00),4.23,0.106521,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3018,meter-001,1785700080,2026-08-02T19:48:00Z,2026-08-03 01:18:00 IST,232.669,7.272,1.5587,1.692,0.6584,0.025978,72.549015,50.008,0.9212,Off-Peak (20:00-10:00),4.23,0.109885,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3019,meter-001,1785700140,2026-08-02T19:49:00Z,2026-08-03 01:19:00 IST,232.911,7.203,1.5497,1.6776,0.6426,0.025828,72.574843,50.027,0.9237,Off-Peak (20:00-10:00),4.23,0.109251,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3020,meter-001,1785700200,2026-08-02T19:50:00Z,2026-08-03 01:20:00 IST,233.333,7.048,1.5123,1.6446,0.6462,0.025206,72.600049,50.014,0.9196,Off-Peak (20:00-10:00),4.23,0.106619,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3021,meter-001,1785700260,2026-08-02T19:51:00Z,2026-08-03 01:21:00 IST,233.122,7.229,1.5543,1.6851,0.651,0.025905,72.625954,50.035,0.9224,Off-Peak (20:00-10:00),4.23,0.109579,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3022,meter-001,1785700320,2026-08-02T19:52:00Z,2026-08-03 01:22:00 IST,232.777,7.062,1.5121,1.644,0.6452,0.025202,72.651156,50.025,0.9198,Off-Peak (20:00-10:00),4.23,0.106602,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3023,meter-001,1785700380,2026-08-02T19:53:00Z,2026-08-03 01:23:00 IST,232.794,7.15,1.5202,1.6646,0.678,0.025337,72.676493,50.04,0.9133,Off-Peak (20:00-10:00),4.23,0.107176,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3024,meter-001,1785700440,2026-08-02T19:54:00Z,2026-08-03 01:24:00 IST,233.011,7.07,1.5115,1.6473,0.655,0.025191,72.701684,50.033,0.9175,Off-Peak (20:00-10:00),4.23,0.106559,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3025,meter-001,1785700500,2026-08-02T19:55:00Z,2026-08-03 01:25:00 IST,232.707,6.85,1.4758,1.594,0.6023,0.024597,72.726281,50.037,0.9259,Off-Peak (20:00-10:00),4.23,0.104046,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3026,meter-001,1785700560,2026-08-02T19:56:00Z,2026-08-03 01:26:00 IST,233.383,7.147,1.5429,1.6679,0.6335,0.025715,72.751996,50.025,0.925,Off-Peak (20:00-10:00),4.23,0.108773,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3027,meter-001,1785700620,2026-08-02T19:57:00Z,2026-08-03 01:27:00 IST,233.934,1.115,0.2551,0.2608,0.0543,0.004251,72.756247,50.021,0.9781,Off-Peak (20:00-10:00),4.23,0.017984,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3028,meter-001,1785700680,2026-08-02T19:58:00Z,2026-08-03 01:28:00 IST,233.822,1.144,0.2494,0.2676,0.0969,0.004157,72.760404,50.022,0.9321,Off-Peak (20:00-10:00),4.23,0.017585,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3029,meter-001,1785700740,2026-08-02T19:59:00Z,2026-08-03 01:29:00 IST,234.319,1.581,0.3573,0.3706,0.0982,0.005955,72.766359,50.038,0.9642,Off-Peak (20:00-10:00),4.23,0.025191,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3030,meter-001,1785700800,2026-08-02T20:00:00Z,2026-08-03 01:30:00 IST,233.929,1.281,0.2863,0.2996,0.0883,0.004772,72.771131,50.043,0.9556,Off-Peak (20:00-10:00),4.23,0.020186,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3031,meter-001,1785700860,2026-08-02T20:01:00Z,2026-08-03 01:31:00 IST,233.707,1.221,0.2734,0.2854,0.0818,0.004557,72.775688,50.037,0.9581,Off-Peak (20:00-10:00),4.23,0.019276,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3032,meter-001,1785700920,2026-08-02T20:02:00Z,2026-08-03 01:32:00 IST,234.108,1.226,0.275,0.287,0.0821,0.004583,72.780271,50.043,0.9582,Off-Peak (20:00-10:00),4.23,0.019387,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3033,meter-001,1785700980,2026-08-02T20:03:00Z,2026-08-03 01:33:00 IST,234.119,1.201,0.2685,0.2811,0.083,0.004476,72.784747,50.02,0.9554,Off-Peak (20:00-10:00),4.23,0.018932,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3034,meter-001,1785701040,2026-08-02T20:04:00Z,2026-08-03 01:34:00 IST,234.129,1.226,0.2747,0.2871,0.0833,0.004578,72.789325,50.037,0.9569,Off-Peak (20:00-10:00),4.23,0.019367,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3035,meter-001,1785701100,2026-08-02T20:05:00Z,2026-08-03 01:35:00 IST,234.24,1.225,0.2736,0.2869,0.0862,0.00456,72.793885,50.032,0.9538,Off-Peak (20:00-10:00),4.23,0.01929,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3036,meter-001,1785701160,2026-08-02T20:06:00Z,2026-08-03 01:36:00 IST,234.42,1.218,0.2728,0.2855,0.0845,0.004546,72.798431,50.024,0.9552,Off-Peak (20:00-10:00),4.23,0.01923,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3037,meter-001,1785701220,2026-08-02T20:07:00Z,2026-08-03 01:37:00 IST,233.672,1.197,0.2664,0.2798,0.0854,0.004441,72.802872,50.021,0.9523,Off-Peak (20:00-10:00),4.23,0.018783,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3038,meter-001,1785701280,2026-08-02T20:08:00Z,2026-08-03 01:38:00 IST,233.746,1.215,0.2702,0.2841,0.0876,0.004504,72.807376,50.02,0.9513,Off-Peak (20:00-10:00),4.23,0.019052,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3039,meter-001,1785701340,2026-08-02T20:09:00Z,2026-08-03 01:39:00 IST,233.92,1.262,0.2824,0.2953,0.0864,0.004707,72.812083,50.036,0.9562,Off-Peak (20:00-10:00),4.23,0.019909,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3040,meter-001,1785701400,2026-08-02T20:10:00Z,2026-08-03 01:40:00 IST,234.116,1.237,0.2767,0.2895,0.0853,0.004611,72.816694,50.02,0.9556,Off-Peak (20:00-10:00),4.23,0.019505,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3041,meter-001,1785701460,2026-08-02T20:11:00Z,2026-08-03 01:41:00 IST,234.196,1.308,0.2942,0.3063,0.085,0.004904,72.821598,50.01,0.9607,Off-Peak (20:00-10:00),4.23,0.020744,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3042,meter-001,1785701520,2026-08-02T20:12:00Z,2026-08-03 01:42:00 IST,234.446,1.316,0.2951,0.3085,0.0899,0.004918,72.826516,50.035,0.9566,Off-Peak (20:00-10:00),4.23,0.020805,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3043,meter-001,1785701580,2026-08-02T20:13:00Z,2026-08-03 01:43:00 IST,233.724,1.362,0.3041,0.3184,0.0942,0.005069,72.831585,50.037,0.9552,Off-Peak (20:00-10:00),4.23,0.021441,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3044,meter-001,1785701640,2026-08-02T20:14:00Z,2026-08-03 01:44:00 IST,233.971,1.402,0.3143,0.328,0.0939,0.005238,72.836823,50.027,0.9582,Off-Peak (20:00-10:00),4.23,0.022156,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3045,meter-001,1785701700,2026-08-02T20:15:00Z,2026-08-03 01:45:00 IST,234.126,1.447,0.3225,0.3388,0.104,0.005375,72.842198,50.019,0.9517,Off-Peak (20:00-10:00),4.23,0.022734,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3046,meter-001,1785701760,2026-08-02T20:16:00Z,2026-08-03 01:46:00 IST,234.108,1.442,0.3234,0.3375,0.0968,0.00539,72.847588,50.031,0.958,Off-Peak (20:00-10:00),4.23,0.022798,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3047,meter-001,1785701820,2026-08-02T20:17:00Z,2026-08-03 01:47:00 IST,233.912,1.462,0.3287,0.342,0.0947,0.005478,72.853066,50.006,0.9609,Off-Peak (20:00-10:00),4.23,0.023171,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3048,meter-001,1785701880,2026-08-02T20:18:00Z,2026-08-03 01:48:00 IST,234.451,1.528,0.3414,0.3582,0.1084,0.005691,72.858757,50.035,0.9531,Off-Peak (20:00-10:00),4.23,0.024071,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3049,meter-001,1785701940,2026-08-02T20:19:00Z,2026-08-03 01:49:00 IST,234.01,1.003,0.22,0.2348,0.082,0.003667,72.862424,50.03,0.9371,Off-Peak (20:00-10:00),4.23,0.015513,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3050,meter-001,1785702000,2026-08-02T20:20:00Z,2026-08-03 01:50:00 IST,234.219,1.039,0.2293,0.2433,0.0813,0.003822,72.866246,50.036,0.9425,Off-Peak (20:00-10:00),4.23,0.016168,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3051,meter-001,1785702060,2026-08-02T20:21:00Z,2026-08-03 01:51:00 IST,234.299,1.061,0.2318,0.2486,0.0898,0.003864,72.87011,50.034,0.9325,Off-Peak (20:00-10:00),4.23,0.016345,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3052,meter-001,1785702120,2026-08-02T20:22:00Z,2026-08-03 01:52:00 IST,234.068,1.056,0.2323,0.2471,0.0841,0.003872,72.873982,50.015,0.9402,Off-Peak (20:00-10:00),4.23,0.01638,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3053,meter-001,1785702180,2026-08-02T20:23:00Z,2026-08-03 01:53:00 IST,233.84,1.024,0.2269,0.2394,0.0763,0.003782,72.877764,50.04,0.9478,Off-Peak (20:00-10:00),4.23,0.015999,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3054,meter-001,1785702240,2026-08-02T20:24:00Z,2026-08-03 01:54:00 IST,233.794,1.046,0.2281,0.2445,0.0879,0.003802,72.881566,50.014,0.9332,Off-Peak (20:00-10:00),4.23,0.016084,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3055,meter-001,1785702300,2026-08-02T20:25:00Z,2026-08-03 01:55:00 IST,234.14,1.032,0.2278,0.2416,0.0805,0.003797,72.885363,50.021,0.9428,Off-Peak (20:00-10:00),4.23,0.016059,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3056,meter-001,1785702360,2026-08-02T20:26:00Z,2026-08-03 01:56:00 IST,233.816,1.015,0.2219,0.2372,0.0839,0.003698,72.889061,50.032,0.9354,Off-Peak (20:00-10:00),4.23,0.015643,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3057,meter-001,1785702420,2026-08-02T20:27:00Z,2026-08-03 01:57:00 IST,234.075,0.992,0.2183,0.2321,0.0788,0.003639,72.8927,50.031,0.9406,Off-Peak (20:00-10:00),4.23,0.015393,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3058,meter-001,1785702480,2026-08-02T20:28:00Z,2026-08-03 01:58:00 IST,234.184,0.95,0.2081,0.2224,0.0784,0.003468,72.896168,50.028,0.9358,Off-Peak (20:00-10:00),4.23,0.014671,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3059,meter-001,1785702540,2026-08-02T20:29:00Z,2026-08-03 01:59:00 IST,234.286,0.938,0.2076,0.2197,0.072,0.00346,72.899628,50.006,0.9448,Off-Peak (20:00-10:00),4.23,0.014637,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3060,meter-001,1785702600,2026-08-02T20:30:00Z,2026-08-03 02:00:00 IST,234.343,0.907,0.1983,0.2126,0.0766,0.003305,72.902933,50.036,0.9327,Off-Peak (20:00-10:00),4.23,0.013979,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3061,meter-001,1785702660,2026-08-02T20:31:00Z,2026-08-03 02:01:00 IST,234.124,0.86,0.1906,0.2013,0.0647,0.003177,72.90611,50.012,0.9469,Off-Peak (20:00-10:00),4.23,0.013439,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3062,meter-001,1785702720,2026-08-02T20:32:00Z,2026-08-03 02:02:00 IST,234.17,0.865,0.1889,0.2027,0.0734,0.003149,72.909259,50.026,0.9322,Off-Peak (20:00-10:00),4.23,0.013319,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3063,meter-001,1785702780,2026-08-02T20:33:00Z,2026-08-03 02:03:00 IST,234.473,0.81,0.1784,0.19,0.0652,0.002974,72.912233,50.021,0.9392,Off-Peak (20:00-10:00),4.23,0.012579,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3064,meter-001,1785702840,2026-08-02T20:34:00Z,2026-08-03 02:04:00 IST,233.864,0.82,0.1814,0.1918,0.0624,0.003024,72.915257,50.016,0.9457,Off-Peak (20:00-10:00),4.23,0.012791,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3065,meter-001,1785702900,2026-08-02T20:35:00Z,2026-08-03 02:05:00 IST,234.345,0.803,0.1768,0.1881,0.0641,0.002947,72.918204,50.031,0.9401,Off-Peak (20:00-10:00),4.23,0.012465,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3066,meter-001,1785702960,2026-08-02T20:36:00Z,2026-08-03 02:06:00 IST,234.572,0.761,0.1687,0.1786,0.0586,0.002811,72.921015,50.031,0.9446,Off-Peak (20:00-10:00),4.23,0.011892,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3067,meter-001,1785703020,2026-08-02T20:37:00Z,2026-08-03 02:07:00 IST,234.563,0.753,0.1672,0.1766,0.0569,0.002787,72.923802,50.036,0.9467,Off-Peak (20:00-10:00),4.23,0.011789,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3068,meter-001,1785703080,2026-08-02T20:38:00Z,2026-08-03 02:08:00 IST,234.004,0.789,0.1731,0.1846,0.0643,0.002885,72.926687,50.028,0.9375,Off-Peak (20:00-10:00),4.23,0.012204,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3069,meter-001,1785703140,2026-08-02T20:39:00Z,2026-08-03 02:09:00 IST,233.886,0.788,0.1736,0.1844,0.0623,0.002893,72.92958,50.02,0.9412,Off-Peak (20:00-10:00),4.23,0.012236,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3070,meter-001,1785703200,2026-08-02T20:40:00Z,2026-08-03 02:10:00 IST,234.201,0.777,0.1722,0.182,0.0588,0.00287,72.93245,50.021,0.9463,Off-Peak (20:00-10:00),4.23,0.01214,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3071,meter-001,1785703260,2026-08-02T20:41:00Z,2026-08-03 02:11:00 IST,234.588,0.794,0.1763,0.1863,0.0603,0.002938,72.935388,50.028,0.9462,Off-Peak (20:00-10:00),4.23,0.012426,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3072,meter-001,1785703320,2026-08-02T20:42:00Z,2026-08-03 02:12:00 IST,233.929,0.816,0.1799,0.1908,0.0637,0.002998,72.938386,50.029,0.9427,Off-Peak (20:00-10:00),4.23,0.012682,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3073,meter-001,1785703380,2026-08-02T20:43:00Z,2026-08-03 02:13:00 IST,234.586,0.851,0.1884,0.1996,0.0661,0.00314,72.941526,50.021,0.9436,Off-Peak (20:00-10:00),4.23,0.013281,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3074,meter-001,1785703440,2026-08-02T20:44:00Z,2026-08-03 02:14:00 IST,234.175,0.862,0.1894,0.202,0.0701,0.003157,72.944683,50.016,0.9378,Off-Peak (20:00-10:00),4.23,0.013353,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3075,meter-001,1785703500,2026-08-02T20:45:00Z,2026-08-03 02:15:00 IST,233.816,0.907,0.2006,0.212,0.0683,0.003344,72.948027,50.005,0.9466,Off-Peak (20:00-10:00),4.23,0.014145,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3076,meter-001,1785703560,2026-08-02T20:46:00Z,2026-08-03 02:16:00 IST,233.893,0.935,0.2061,0.2186,0.073,0.003434,72.951461,50.007,0.9425,Off-Peak (20:00-10:00),4.23,0.014527,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3077,meter-001,1785703620,2026-08-02T20:47:00Z,2026-08-03 02:17:00 IST,233.861,0.961,0.2115,0.2248,0.0763,0.003525,72.954986,50.022,0.9407,Off-Peak (20:00-10:00),4.23,0.01491,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3078,meter-001,1785703680,2026-08-02T20:48:00Z,2026-08-03 02:18:00 IST,234.1,0.995,0.2176,0.233,0.0832,0.003627,72.958613,50.008,0.934,Off-Peak (20:00-10:00),4.23,0.015342,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3079,meter-001,1785703740,2026-08-02T20:49:00Z,2026-08-03 02:19:00 IST,234.194,1.018,0.2255,0.2384,0.0772,0.003758,72.962371,50.035,0.9461,Off-Peak (20:00-10:00),4.23,0.015898,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3080,meter-001,1785703800,2026-08-02T20:50:00Z,2026-08-03 02:20:00 IST,233.887,1.057,0.2306,0.2472,0.0892,0.003843,72.966214,50.031,0.9327,Off-Peak (20:00-10:00),4.23,0.016257,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3081,meter-001,1785703860,2026-08-02T20:51:00Z,2026-08-03 02:21:00 IST,234.004,1.081,0.2358,0.253,0.0917,0.00393,72.970144,50.03,0.9321,Off-Peak (20:00-10:00),4.23,0.016624,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3082,meter-001,1785703920,2026-08-02T20:52:00Z,2026-08-03 02:22:00 IST,234.069,1.105,0.2445,0.2586,0.0842,0.004075,72.974219,50.009,0.9454,Off-Peak (20:00-10:00),4.23,0.017237,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3083,meter-001,1785703980,2026-08-02T20:53:00Z,2026-08-03 02:23:00 IST,234.268,1.124,0.2482,0.2634,0.088,0.004137,72.978356,50.024,0.9425,Off-Peak (20:00-10:00),4.23,0.017499,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3084,meter-001,1785704040,2026-08-02T20:54:00Z,2026-08-03 02:24:00 IST,234.16,1.619,0.36,0.379,0.1187,0.005999,72.984355,50.026,0.9497,Off-Peak (20:00-10:00),4.23,0.025377,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3085,meter-001,1785704100,2026-08-02T20:55:00Z,2026-08-03 02:25:00 IST,234.346,1.642,0.3658,0.3847,0.1192,0.006097,72.990452,50.025,0.9508,Off-Peak (20:00-10:00),4.23,0.025789,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
3086,meter-001,1785704160,2026-08-02T20:56:00Z,2026-08-03 02:26:00 IST,233.753,1.667,0.3701,0.3897,0.1221,0.006169,72.996621,50.022,0.9497,Off-Peak (20:00-10:00),4.23,0.026094,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
